ObservationId,TextUrn,TextReading,ImageReference,Comments
urn:cite:openpal:team5.21,urn:cts:greekLit:tlg0012.tlg001.msB:2.4@ι[2],ι,"urn:cite:hmt:vbimg.VB019RN-0463@0.4244,0.5229,0.008,0.012",iota
urn:cite:openpal:team5.22,urn:cts:greekLit:tlg0012.tlg001.msB:2.4@ν[1],ν,"urn:cite:hmt:vbimg.VB019RN-0463@0.4334,0.5229,0.009,0.0135",nu
urn:cite:openpal:team5.23,urn:cts:greekLit:tlg0012.tlg001.msB:2.4@η[4],η,"urn:cite:hmt:vbimg.VB019RN-0463@0.4424,0.5192,0.015,0.0173",eta
urn:cite:openpal:team5.24,urn:cts:greekLit:tlg0012.tlg001.msB:2.4@υ[1],υ,"urn:cite:hmt:vbimg.VB019RN-0463@0.4555,0.5229,0.012,0.0105",upsilon
urn:cite:openpal:team5.25,urn:cts:greekLit:tlg0012.tlg001.msB:2.4@σ[4],σ,"urn:cite:hmt:vbimg.VB019RN-0463@0.4625,0.5229,0.015,0.0105",sigma
urn:cite:openpal:team5.26,urn:cts:greekLit:tlg0012.tlg001.msB:2.4@ι[3],ι,"urn:cite:hmt:vbimg.VB019RN-0463@0.4735,0.5229,0.009,0.0105",iota
urn:cite:openpal:team5.27,urn:cts:greekLit:tlg0012.tlg001.msB:2.4@ν[2],ν,"urn:cite:hmt:vbimg.VB019RN-0463@0.4795,0.5222,0.016,0.0143",nu
urn:cite:openpal:team5.28,urn:cts:greekLit:tlg0012.tlg001.msB:2.4@α[2],αχ,"urn:cite:hmt:vbimg.VB019RN-0463@0.4935,0.5207,0.017,0.015",alpha-chi ligature
urn:cite:openpal:team5.29,urn:cts:greekLit:tlg0012.tlg001.msB:2.4@α[3],α,"urn:cite:hmt:vbimg.VB019RN-0463@0.5055,0.5207,0.013,0.0128",alpha
urn:cite:openpal:team5.30,urn:cts:greekLit:tlg0012.tlg001.msB:2.4@ι[6],ι,"urn:cite:hmt:vbimg.VB019RN-0463@0.5165,0.5229,0.008,0.0075",iota
urn:cite:openpal:team5.31,urn:cts:greekLit:tlg0012.tlg001.msB:2.4@ω[1],ω,"urn:cite:hmt:vbimg.VB019RN-0463@0.5235,0.5229,0.018,0.0083",omega
urn:cite:openpal:team5.32,urn:cts:greekLit:tlg0012.tlg001.msB:2.4@ν[3],ν,"urn:cite:hmt:vbimg.VB019RN-0463@0.5405,0.5214,0.014,0.015",nu
