ObservationId,TextUrn,TextReading,ImageReference,Comments
urn:cite:openpal:team3.27,urn:cts:greekLit:tlg0012.tlg001.hc:kings16.1.header@υ[3],υ,"urn:cite:hmt:blpd.kings16-f2@0.5415,0.1175,0.014,0.0107",upsilon
urn:cite:openpal:team3.28,urn:cts:greekLit:tlg0012.tlg001.hc:kings16.1.header@ε[1],ε,"urn:cite:hmt:blpd.kings16-f2@0.5596,0.1115,0.018,0.0168",epsilon
urn:cite:openpal:team3.29,urn:cts:greekLit:tlg0012.tlg001.hc:kings16.1.header@χ[1],χ,"urn:cite:hmt:blpd.kings16-f2@0.5646,0.1162,0.026,0.0215",chi
urn:cite:openpal:team3.30,urn:cts:greekLit:tlg0012.tlg001.hc:kings16.1.header@θ[1],θ,"urn:cite:hmt:blpd.kings16-f2@0.5806,0.1108,0.018,0.0195",theta
urn:cite:openpal:team3.31,urn:cts:greekLit:tlg0012.tlg001.hc:kings16.1.header@ο[5],ο,"urn:cite:hmt:blpd.kings16-f2@0.5946,0.1169,0.014,0.0134",omicron
urn:cite:openpal:team3.32,urn:cts:greekLit:tlg0012.tlg001.hc:kings16.1.header@σ[3],σ,"urn:cite:hmt:blpd.kings16-f2@0.6046,0.1169,0.013,0.0134",sigma
urn:cite:openpal:team3.33,urn:cts:greekLit:tlg0012.tlg001.hc:kings16.1.header@α[5],α,"urn:cite:hmt:blpd.kings16-f2@0.6106,0.1054,0.021,0.0248",alpha
urn:cite:openpal:team3.34,urn:cts:greekLit:tlg0012.tlg001.hc:kings16.1.header@ν[1],ν,"urn:cite:hmt:blpd.kings16-f2@0.6276,0.1162,0.015,0.0141",nu
urn:cite:openpal:team3.35,urn:cts:greekLit:tlg0012.tlg001.hc:kings16.1.header@α[6],α,"urn:cite:hmt:blpd.kings16-f2@0.6396,0.1162,0.019,0.0141",alpha
urn:cite:openpal:team3.36,urn:cts:greekLit:tlg0012.tlg001.hc:kings16.1.header@κ[1],κ,"urn:cite:hmt:blpd.kings16-f2@0.6547,0.1162,0.015,0.0141",kappa
urn:cite:openpal:team3.37,urn:cts:greekLit:tlg0012.tlg001.hc:kings16.1.header@τ[2],τ,"urn:cite:hmt:blpd.kings16-f2@0.6657,0.1162,0.018,0.0141",tau
urn:cite:openpal:team3.38,urn:cts:greekLit:tlg0012.tlg001.hc:kings16.1.header@ων[1],ων,"urn:cite:hmt:blpd.kings16-f2@0.6376,0.0927,0.0531,0.0255",omega-nu abbreviation
