ObservationId,TextUrn,TextReading,ImageReference,Comments
urn:cite:openpal:team3.20,urn:cts:greekLit:tlg0012.tlg001.hc:harley5600.1.header@ο[3],ο,"urn:cite:hmt:blpd.harley5600-f16@0.4875,0.3359,0.024,0.0256",omicron
urn:cite:openpal:team3.21,urn:cts:greekLit:tlg0012.tlg001.hc:harley5600.1.header@ν[1],ν,"urn:cite:hmt:blpd.harley5600-f16@0.5055,0.3359,0.027,0.0256",nu
urn:cite:openpal:team3.22,urn:cts:greekLit:tlg0012.tlg001.hc:harley5600.1.header@σ[3],σ,"urn:cite:hmt:blpd.harley5600-f16@0.1481,0.3693,0.022,0.0249",sigma
urn:cite:openpal:team3.23,urn:cts:greekLit:tlg0012.tlg001.hc:harley5600.1.header@τ[2],τ,"urn:cite:hmt:blpd.harley5600-f16@0.1642,0.3693,0.023,0.0249",tau
urn:cite:openpal:team3.24,urn:cts:greekLit:tlg0012.tlg001.hc:harley5600.1.header@ρ[2],ρ,"urn:cite:hmt:blpd.harley5600-f16@0.1812,0.3693,0.023,0.0249",rho
urn:cite:openpal:team3.25,urn:cts:greekLit:tlg0012.tlg001.hc:harley5600.1.header@α[4],α,"urn:cite:hmt:blpd.harley5600-f16@0.1952,0.3693,0.022,0.0249",alpha
urn:cite:openpal:team3.26,urn:cts:greekLit:tlg0012.tlg001.hc:harley5600.1.header@τ[3],τ,"urn:cite:hmt:blpd.harley5600-f16@0.2132,0.3693,0.019,0.0249",tau
urn:cite:openpal:team3.27,urn:cts:greekLit:tlg0012.tlg001.hc:harley5600.1.header@ο[4],ο,"urn:cite:hmt:blpd.harley5600-f16@0.2302,0.3693,0.022,0.0249",omicron
urn:cite:openpal:team3.28,urn:cts:greekLit:tlg0012.tlg001.hc:harley5600.1.header@υ[2],υ,"urn:cite:hmt:blpd.harley5600-f16@0.2492,0.3693,0.019,0.0249",upsilon
urn:cite:openpal:team3.29,urn:cts:greekLit:tlg0012.tlg001.hc:harley5600.1.header@ε[1],ε,"urn:cite:hmt:blpd.harley5600-f16@0.2673,0.3693,0.018,0.0249",epsilon
urn:cite:openpal:team3.30,urn:cts:greekLit:tlg0012.tlg001.hc:harley5600.1.header@χ[2],χ,"urn:cite:hmt:blpd.harley5600-f16@0.2823,0.3693,0.021,0.0249",chi
urn:cite:openpal:team3.31,urn:cts:greekLit:tlg0012.tlg001.hc:harley5600.1.header@θ[1],θ,"urn:cite:hmt:blpd.harley5600-f16@0.2993,0.3693,0.021,0.0249",theta
urn:cite:openpal:team3.32,urn:cts:greekLit:tlg0012.tlg001.hc:harley5600.1.header@ο[5],ο,"urn:cite:hmt:blpd.harley5600-f16@0.3153,0.3693,0.021,0.0249",omicron
urn:cite:openpal:team3.33,urn:cts:greekLit:tlg0012.tlg001.hc:harley5600.1.header@σ[4],σ,"urn:cite:hmt:blpd.harley5600-f16@0.3343,0.3729,0.022,0.0227",sigma
urn:cite:openpal:team3.34,urn:cts:greekLit:tlg0012.tlg001.hc:harley5600.1.header@α[5],α,"urn:cite:hmt:blpd.harley5600-f16@0.3483,0.3729,0.026,0.0227",alpha
urn:cite:openpal:team3.35,urn:cts:greekLit:tlg0012.tlg001.hc:harley5600.1.header@ν[2],ν,"urn:cite:hmt:blpd.harley5600-f16@0.3694,0.3729,0.025,0.0227",nu
urn:cite:openpal:team3.36,urn:cts:greekLit:tlg0012.tlg001.hc:harley5600.1.header@α[6],α,"urn:cite:hmt:blpd.harley5600-f16@0.3904,0.3729,0.021,0.0227",alpha
urn:cite:openpal:team3.37,urn:cts:greekLit:tlg0012.tlg001.hc:harley5600.1.header@κ[1],κ,"urn:cite:hmt:blpd.harley5600-f16@0.4094,0.3729,0.028,0.0227",kappa
urn:cite:openpal:team3.38,urn:cts:greekLit:tlg0012.tlg001.hc:harley5600.1.header@τ[4],τ,"urn:cite:hmt:blpd.harley5600-f16@0.4304,0.3729,0.027,0.0227",tau
urn:cite:openpal:team3.39,urn:cts:greekLit:tlg0012.tlg001.hc:harley5600.1.header@ω[1],ω,"urn:cite:hmt:blpd.harley5600-f16@0.4515,0.3729,0.028,0.0227",omega
urn:cite:openpal:team3.40,urn:cts:greekLit:tlg0012.tlg001.hc:harley5600.1.header@ν[3],ν,"urn:cite:hmt:blpd.harley5600-f16@0.4735,0.3729,0.03,0.0227",nu
